Old County and GOR etc,Species,Mean,Rank,% gardens,
Clackmannanshire,Great_black_backed_gull,0.00,43,0.0,
Clackmannanshire,Great_crested_grebe,0.00,44,0.0,
Clackmannanshire,Green_woodpecker,0.00,45,0.0,
Clackmannanshire,Grey_heron,0.00,46,0.0,
Clackmannanshire,Grey_partridge,0.00,47,0.0,
Clackmannanshire,Grey_wagtail,0.00,48,0.0,
Clackmannanshire,Herring_gull,0.00,49,0.0,
Clackmannanshire,Carrion_crow,0.00,50,0.0,
Clackmannanshire,Kestrel,0.00,51,0.0,
Clackmannanshire,Lapwing,0.00,52,0.0,
Clackmannanshire,Lesser_black_backed_gull,0.00,53,0.0,
Clackmannanshire,Lesser_spotted_woodpecker,0.00,54,0.0,
Clackmannanshire,Linnet,0.00,55,0.0,
Clackmannanshire,Little_owl,0.00,56,0.0,
Clackmannanshire,Marsh_tit,0.00,57,0.0,
Clackmannanshire,Meadow_pipit,0.00,58,0.0,
Clackmannanshire,Moorhen,0.00,59,0.0,
Clackmannanshire,Mute_swan,0.00,60,0.0,
Clackmannanshire,Pied_wagtail,0.00,61,0.0,
Clackmannanshire,Raven,0.00,62,0.0,
Clackmannanshire,Red_kite,0.00,63,0.0,
Clackmannanshire,Red_legged_partridge,0.00,64,0.0,
Clackmannanshire,Redpoll,0.00,65,0.0,
Clackmannanshire,Redwing,0.00,66,0.0,
Clackmannanshire,Reed_bunting,0.00,67,0.0,
Clackmannanshire,Ring_necked_parakeet,0.00,68,0.0,
Clackmannanshire,Skylark,0.00,69,0.0,
Clackmannanshire,Song_thrush,0.00,70,0.0,
Clackmannanshire,Sparrowhawk,0.00,71,0.0,
Clackmannanshire,Stock_dove,0.00,72,0.0,
Clackmannanshire,Tawny_owl,0.00,73,0.0,
Clackmannanshire,Teal,0.00,74,0.0,
Clackmannanshire,Treecreeper,0.00,75,0.0,
Clackmannanshire,Tufted_duck,0.00,76,0.0,
Clackmannanshire,Waxwing,0.00,77,0.0,
Clackmannanshire,Wigeon,0.00,78,0.0,
Clackmannanshire,Willow_tit,0.00,79,0.0,
Conwy,House_sparrow,4.76,1,64.4,
Conwy,Blue_tit,4.51,2,78.8,
Conwy,Blackbird,2.46,3,87.7,
Conwy,Chaffinch,2.46,4,55.1,
Conwy,Starling,2.43,5,25.6,
Conwy,Jackdaw,2.03,6,43.5,
Conwy,Great_tit,1.80,7,57.3,
Conwy,Goldfinch,1.44,8,29.6,
Conwy,Robin,1.38,9,83.9,
Conwy,Long_tailed_tit,1.19,10,23.7,
Conwy,Coal_tit,1.15,11,49.7,
Conwy,Woodpigeon,1.12,12,48.3,
Conwy,Magpie,1.10,13,53.3,
Conwy,Collared_dove,1.02,14,40.3,
Conwy,Dunnock,1.02,15,49.5,
Conwy,Feral_pigeon,0.94,16,22.6,
Conwy,Carrion_crow,0.74,17,26.7,
Conwy,Common_gull,0.58,18,14.7,
Conwy,Greenfinch,0.45,19,18.1,
Conwy,Wren,0.32,20,26.0,
Conwy,Great_spotted_woodpecker,0.31,21,23.1,
Conwy,Rook,0.27,22,7.0,
Conwy,Pheasant,0.15,23,6.8,
Conwy,Jay,0.14,24,10.6,
Conwy,Nuthatch,0.12,25,9.5,
Conwy,Bullfinch,0.10,26,5.4,
Conwy,Siskin,0.07,27,2.3,
Conwy,Herring_gull,0.05,28,2.5,
Conwy,Blackcap,0.04,29,2.9,
Conwy,Song_thrush,0.04,30,2.7,
Conwy,Sparrowhawk,0.03,31,2.7,
Conwy,Buzzard,0.02,32,1.8,
Conwy,Treecreeper,0.02,33,1.8,
Conwy,Goldcrest,0.02,34,1.4,
Conwy,Tree_sparrow,0.02,35,0.5,
Conwy,Pied_wagtail,0.01,36,0.7,
Conwy,Redpoll,0.01,37,0.7,
Conwy,Redwing,0.01,38,0.2,
Conwy,Marsh_tit,0.01,39,0.7,
Conwy,Black_headed_gull ,0.00,40,0.2,
Conwy,Kestrel,0.00,41,0.5,
Conwy,Mistle_thrush,0.00,42,0.5,
Conwy,Brambling,0.00,43,0.2,
Conwy,Raven,0.00,44,0.2,
Conwy,Willow_tit,0.00,45,0.2,
Conwy,Lesser_spotted_woodpecker,0.00,46,0.2,
Conwy,Red_kite,0.00,47,0.2,
Conwy,Barn_owl,0.00,48,0.0,
Conwy,Black_redstart,0.00,49,0.0,
Conwy,Chiffchaff,0.00,50,0.0,
Conwy,Corn_bunting,0.00,51,0.0,
Conwy,Fieldfare,0.00,52,0.0,
Conwy,Gadwall,0.00,53,0.0,
Conwy,Great_black_backed_gull,0.00,54,0.0,
Conwy,Great_crested_grebe,0.00,55,0.0,
Conwy,Green_woodpecker,0.00,56,0.0,
Conwy,Grey_heron,0.00,57,0.0,
Conwy,Grey_partridge,0.00,58,0.0,
Conwy,Grey_wagtail,0.00,59,0.0,
Conwy,Hooded_crow,0.00,60,0.0,
Conwy,Lapwing,0.00,61,0.0,
Conwy,Lesser_black_backed_gull,0.00,62,0.0,
Conwy,Linnet,0.00,63,0.0,
Conwy,Little_owl,0.00,64,0.0,
Conwy,Mallard,0.00,65,0.0,
Conwy,Meadow_pipit,0.00,66,0.0,
Conwy,Moorhen,0.00,67,0.0,
Conwy,Mute_swan,0.00,68,0.0,
Conwy,Red_legged_partridge,0.00,69,0.0,
Conwy,Reed_bunting,0.00,70,0.0,
Conwy,Ring_necked_parakeet,0.00,71,0.0,
Conwy,Skylark,0.00,72,0.0,
Conwy,Stock_dove,0.00,73,0.0,
Conwy,Tawny_owl,0.00,74,0.0,
Conwy,Teal,0.00,75,0.0,
Conwy,Tufted_duck,0.00,76,0.0,
Conwy,Waxwing,0.00,77,0.0,
Conwy,Wigeon,0.00,78,0.0,
Conwy,Yellowhammer,0.00,79,0.0,
Cornwall,House_sparrow,5.47,1,74.1,
Cornwall,Chaffinch,3.42,2,70.4,
Cornwall,Blue_tit,3.08,3,79.4,
Cornwall,Starling,2.82,4,34.2,
Cornwall,Goldfinch,2.41,5,40.2,
Cornwall,Blackbird,2.13,6,85.1,
Cornwall,Great_tit,1.77,7,62.8,
Cornwall,Robin,1.45,8,85.5,
Cornwall,Woodpigeon,1.44,9,62.0,
Cornwall,Jackdaw,1.41,10,36.4,
Cornwall,Long_tailed_tit,1.38,11,29.7,
Cornwall,Magpie,1.11,12,53.8,
Cornwall,Dunnock,1.07,13,50.3,
Cornwall,Collared_dove,0.98,14,40.3,
Cornwall,Coal_tit,0.84,15,39.9,
Cornwall,Carrion_crow,0.84,16,27.8,
Cornwall,Greenfinch,0.81,17,27.8,
Cornwall,Common_gull,0.60,18,14.5,
Cornwall,Rook,0.60,19,15.4,
Cornwall,Wren,0.45,20,36.6,
Cornwall,Bullfinch,0.38,21,17.9,
Cornwall,Feral_pigeon,0.37,22,10.8,
Cornwall,Pheasant,0.22,23,11.0,
Cornwall,Great_spotted_woodpecker,0.20,24,16.4,
Cornwall,Jay,0.19,25,13.5,
Cornwall,Herring_gull,0.10,26,3.7,
Cornwall,Nuthatch,0.10,27,6.8,
Cornwall,Siskin,0.09,28,3.0,
Cornwall,Blackcap,0.07,29,5.1,
Cornwall,Song_thrush,0.05,30,4.5,
Cornwall,Pied_wagtail,0.03,31,2.0,
Cornwall,Tree_sparrow,0.02,32,0.7,
Cornwall,Goldcrest,0.02,33,1.4,
Cornwall,Buzzard,0.02,34,1.3,
Cornwall,Marsh_tit,0.01,35,1.0,
Cornwall,Sparrowhawk,0.01,36,1.2,
Cornwall,Redwing,0.01,37,0.3,
Cornwall,Fieldfare,0.01,38,0.3,
Cornwall,Mallard,0.01,39,0.3,
Cornwall,Black_headed_gull ,0.01,40,0.3,
Cornwall,Yellowhammer,0.01,41,0.4,
Cornwall,Mistle_thrush,0.01,42,0.5,
Cornwall,Willow_tit,0.00,43,0.4,
Cornwall,Grey_wagtail,0.00,44,0.4,
Cornwall,Brambling,0.00,45,0.2,
Cornwall,Moorhen,0.00,46,0.1,
Cornwall,Kestrel,0.00,47,0.2,
Cornwall,Green_woodpecker,0.00,48,0.2,
Cornwall,Grey_heron,0.00,49,0.2,
Cornwall,Treecreeper,0.00,50,0.2,
Cornwall,Chiffchaff,0.00,51,0.1,
Cornwall,Lesser_spotted_woodpecker,0.00,52,0.1,
Cornwall,Stock_dove,0.00,53,0.1,
Cornwall,Reed_bunting,0.00,54,0.1,
Cornwall,Ring_necked_parakeet,0.00,55,0.1,
Cornwall,Raven,0.00,56,0.0,
Cornwall,Red_legged_partridge,0.00,57,0.0,
Cornwall,Linnet,0.00,58,0.0,
Cornwall,Meadow_pipit,0.00,59,0.0,
Cornwall,Barn_owl,0.00,60,0.0,
Cornwall,Black_redstart,0.00,61,0.0,
Cornwall,Hooded_crow,0.00,62,0.0,
Cornwall,Tufted_duck,0.00,63,0.0,
Cornwall,Corn_bunting,0.00,64,0.0,
Cornwall,Gadwall,0.00,65,0.0,
Cornwall,Great_black_backed_gull,0.00,66,0.0,
Cornwall,Great_crested_grebe,0.00,67,0.0,
Cornwall,Grey_partridge,0.00,68,0.0,
Cornwall,Lapwing,0.00,69,0.0,
Cornwall,Lesser_black_backed_gull,0.00,70,0.0,
Cornwall,Little_owl,0.00,71,0.0,
Cornwall,Mute_swan,0.00,72,0.0,
Cornwall,Red_kite,0.00,73,0.0,
Cornwall,Redpoll,0.00,74,0.0,
Cornwall,Skylark,0.00,75,0.0,
Cornwall,Tawny_owl,0.00,76,0.0,
Cornwall,Teal,0.00,77,0.0,
Cornwall,Waxwing,0.00,78,0.0,
Cornwall,Wigeon,0.00,79,0.0,
County Durham,House_sparrow,4.90,1,68.6,
County Durham,Starling,4.06,2,47.0,
County Durham,Blackbird,3.11,3,93.2,
County Durham,Blue_tit,2.92,4,79.3,
County Durham,Chaffinch,1.81,5,46.8,
County Durham,Great_tit,1.70,6,60.8,
County Durham,Jackdaw,1.64,7,40.5,
County Durham,Woodpigeon,1.61,8,66.0,
County Durham,Robin,1.39,9,86.0,
County Durham,Goldfinch,1.37,10,27.0,
County Durham,Collared_dove,1.28,11,48.1,
County Durham,Long_tailed_tit,1.05,12,20.7,
County Durham,Coal_tit,0.94,13,44.8,
County Durham,Magpie,0.94,14,47.4,
County Durham,Dunnock,0.88,15,44.8,
County Durham,Carrion_crow,0.66,16,23.0,
County Durham,Greenfinch,0.51,17,18.5,
County Durham,Wren,0.33,18,28.9,
County Durham,Feral_pigeon,0.32,19,10.7,
County Durham,Common_gull,0.29,20,7.8,
County Durham,Bullfinch,0.26,21,12.2,
County Durham,Pheasant,0.24,22,10.9,
County Durham,Great_spotted_woodpecker,0.20,23,16.7,
County Durham,Rook,0.18,24,5.1,
County Durham,Tree_sparrow,0.16,25,3.4,
County Durham,Nuthatch,0.08,26,6.0,
County Durham,Siskin,0.08,27,2.5,
County Durham,Jay,0.04,28,3.0,
County Durham,Sparrowhawk,0.03,29,2.6,
County Durham,Herring_gull,0.03,30,0.8,
County Durham,Black_headed_gull ,0.02,31,0.6,
County Durham,Redpoll,0.01,32,0.7,
County Durham,Song_thrush,0.01,33,1.2,
County Durham,Moorhen,0.01,34,0.4,
County Durham,Brambling,0.01,35,0.5,
County Durham,Marsh_tit,0.01,36,0.4,
County Durham,Blackcap,0.01,37,0.5,
County Durham,Willow_tit,0.01,38,0.5,
County Durham,Treecreeper,0.01,39,0.5,
County Durham,Fieldfare,0.01,40,0.1,
County Durham,Reed_bunting,0.00,41,0.3,
County Durham,Goldcrest,0.00,42,0.5,
County Durham,Yellowhammer,0.00,43,0.1,
County Durham,Pied_wagtail,0.00,44,0.3,
County Durham,Lesser_spotted_woodpecker,0.00,45,0.3,
County Durham,Red_kite,0.00,46,0.2,
County Durham,Mistle_thrush,0.00,47,0.1,
County Durham,Kestrel,0.00,48,0.2,
County Durham,Mallard,0.00,49,0.1,
County Durham,Great_black_backed_gull,0.00,50,0.1,
County Durham,Grey_heron,0.00,51,0.1,
County Durham,Meadow_pipit,0.00,52,0.1,
County Durham,Stock_dove,0.00,53,0.1,
County Durham,Barn_owl,0.00,54,0.0,
County Durham,Black_redstart,0.00,55,0.0,
County Durham,Buzzard,0.00,56,0.0,
County Durham,Chiffchaff,0.00,57,0.0,
County Durham,Corn_bunting,0.00,58,0.0,
County Durham,Gadwall,0.00,59,0.0,
County Durham,Great_crested_grebe,0.00,60,0.0,
County Durham,Green_woodpecker,0.00,61,0.0,
County Durham,Grey_partridge,0.00,62,0.0,
County Durham,Grey_wagtail,0.00,63,0.0,
County Durham,Hooded_crow,0.00,64,0.0,
County Durham,Lapwing,0.00,65,0.0,
County Durham,Lesser_black_backed_gull,0.00,66,0.0,
County Durham,Linnet,0.00,67,0.0,
County Durham,Little_owl,0.00,68,0.0,
County Durham,Mute_swan,0.00,69,0.0,
County Durham,Raven,0.00,70,0.0,
County Durham,Red_legged_partridge,0.00,71,0.0,
County Durham,Redwing,0.00,72,0.0,
County Durham,Ring_necked_parakeet,0.00,73,0.0,
County Durham,Skylark,0.00,74,0.0,
County Durham,Tawny_owl,0.00,75,0.0,
County Durham,Teal,0.00,76,0.0,
County Durham,Tufted_duck,0.00,77,0.0,
County Durham,Waxwing,0.00,78,0.0,
County Durham,Wigeon,0.00,79,0.0,
Croydon,Blue_tit,2.56,1,83.0,
Croydon,Woodpigeon,2.29,2,78.7,
Croydon,House_sparrow,1.97,3,34.7,
Croydon,Starling,1.49,4,30.4,
Croydon,Great_tit,1.43,5,63.1,
Croydon,Magpie,1.40,6,67.1,
Croydon,Feral_pigeon,1.37,7,35.3,
Croydon,Blackbird,1.34,8,73.6,
Croydon,Robin,1.33,9,83.4,
Croydon,Goldfinch,1.28,10,29.6,
Croydon,Carrion_crow,0.90,11,39.5,
Croydon,Dunnock,0.70,12,39.7,
Croydon,Long_tailed_tit,0.69,13,22.0,
Croydon,Collared_dove,0.63,14,27.2,
Croydon,Coal_tit,0.51,15,30.2,
Croydon,Chaffinch,0.43,16,21.4,
Croydon,Ring_necked_parakeet,0.39,17,14.6,
Croydon,Jay,0.36,18,25.9,
Croydon,Common_gull,0.36,19,7.1,
Croydon,Greenfinch,0.29,20,12.0,
Croydon,Wren,0.27,21,21.8,
Croydon,Great_spotted_woodpecker,0.17,22,15.1,
Croydon,Jackdaw,0.10,23,4.4,
Croydon,Nuthatch,0.10,24,7.0,
Croydon,Redwing,0.07,25,2.9,
Croydon,Rook,0.04,26,1.9,
Croydon,Song_thrush,0.04,27,3.4,
Croydon,Goldcrest,0.03,28,2.4,
Croydon,Bullfinch,0.03,29,1.7,
Croydon,Siskin,0.02,30,1.0,
Croydon,Blackcap,0.02,31,1.9,
Croydon,Tree_sparrow,0.02,32,0.5,
Croydon,Herring_gull,0.01,33,0.3,
Croydon,Green_woodpecker,0.01,34,1.0,
Croydon,Grey_heron,0.01,35,0.9,
Croydon,Stock_dove,0.01,36,0.5,
Croydon,Black_headed_gull ,0.01,37,0.3,
Croydon,Pheasant,0.01,38,0.5,
Croydon,Fieldfare,0.00,39,0.2,
Croydon,Treecreeper,0.00,40,0.3,
Croydon,Redpoll,0.00,41,0.2,
Croydon,Kestrel,0.00,42,0.2,
Croydon,Lesser_spotted_woodpecker,0.00,43,0.2,
Croydon,Mistle_thrush,0.00,44,0.2,
Croydon,Pied_wagtail,0.00,45,0.2,
Croydon,Barn_owl,0.00,46,0.0,
Croydon,Black_redstart,0.00,47,0.0,
Croydon,Brambling,0.00,48,0.0,
Croydon,Buzzard,0.00,49,0.0,
Croydon,Chiffchaff,0.00,50,0.0,
Croydon,Corn_bunting,0.00,51,0.0,
Croydon,Gadwall,0.00,52,0.0,
Croydon,Great_black_backed_gull,0.00,53,0.0,
Croydon,Great_crested_grebe,0.00,54,0.0,
Croydon,Grey_partridge,0.00,55,0.0,
Croydon,Grey_wagtail,0.00,56,0.0,
Croydon,Hooded_crow,0.00,57,0.0,
Croydon,Lapwing,0.00,58,0.0,
Croydon,Lesser_black_backed_gull,0.00,59,0.0,
Croydon,Linnet,0.00,60,0.0,
Croydon,Little_owl,0.00,61,0.0,
Croydon,Mallard,0.00,62,0.0,
Croydon,Marsh_tit,0.00,63,0.0,
Croydon,Meadow_pipit,0.00,64,0.0,
Croydon,Moorhen,0.00,65,0.0,
Croydon,Mute_swan,0.00,66,0.0,
Croydon,Raven,0.00,67,0.0,
Croydon,Red_kite,0.00,68,0.0,
Croydon,Red_legged_partridge,0.00,69,0.0,
Croydon,Reed_bunting,0.00,70,0.0,
Croydon,Skylark,0.00,71,0.0,
Croydon,Sparrowhawk,0.00,72,0.0,
Croydon,Tawny_owl,0.00,73,0.0,
Croydon,Teal,0.00,74,0.0,
Croydon,Tufted_duck,0.00,75,0.0,
Croydon,Waxwing,0.00,76,0.0,
Croydon,Wigeon,0.00,77,0.0,
Croydon,Willow_tit,0.00,78,0.0,
Croydon,Yellowhammer,0.00,79,0.0,
Cumbria,House_sparrow,5.66,1,72.2,
Cumbria,Chaffinch,3.68,2,67.2,
Cumbria,Blue_tit,3.61,3,84.0,
Cumbria,Blackbird,2.84,4,91.7,
Cumbria,Starling,2.66,5,33.2,
Cumbria,Great_tit,1.98,6,66.7,
Cumbria,Goldfinch,1.82,7,33.3,
Cumbria,Jackdaw,1.62,8,36.3,
Cumbria,Robin,1.55,9,90.4,
Cumbria,Woodpigeon,1.50,10,59.6,
Cumbria,Coal_tit,1.33,11,58.2,
Cumbria,Long_tailed_tit,1.20,12,23.1,
Cumbria,Collared_dove,1.12,13,42.7,
Cumbria,Dunnock,0.99,14,51.3,
Cumbria,Carrion_crow,0.68,15,21.9,
Cumbria,Greenfinch,0.66,16,22.7,
Cumbria,Magpie,0.55,17,30.3,
Cumbria,Feral_pigeon,0.40,18,10.9,
Cumbria,Rook,0.38,19,11.0,
Cumbria,Pheasant,0.34,20,16.4,
Cumbria,Wren,0.34,21,29.0,
Cumbria,Great_spotted_woodpecker,0.33,22,26.2,
Cumbria,Common_gull,0.27,23,5.7,
Cumbria,Tree_sparrow,0.18,24,4.2,
Cumbria,Bullfinch,0.15,25,8.3,
Cumbria,Jay,0.14,26,9.6,
Cumbria,Nuthatch,0.14,27,10.2,
Cumbria,Siskin,0.11,28,4.1,
Cumbria,Sparrowhawk,0.03,29,3.2,
Cumbria,Song_thrush,0.03,30,2.6,
Cumbria,Redpoll,0.03,31,1.4,
Cumbria,Herring_gull,0.02,32,0.9,
Cumbria,Treecreeper,0.02,33,2.0,
Cumbria,Yellowhammer,0.02,34,0.9,
Cumbria,Marsh_tit,0.01,35,1.1,
Cumbria,Goldcrest,0.01,36,1.2,
Cumbria,Brambling,0.01,37,0.9,
Cumbria,Blackcap,0.01,38,0.9,
Cumbria,Buzzard,0.01,39,0.8,
Cumbria,Black_headed_gull ,0.01,40,0.3,
Cumbria,Stock_dove,0.01,41,0.5,
Cumbria,Mistle_thrush,0.01,42,0.6,
Cumbria,Reed_bunting,0.01,43,0.5,
Cumbria,Pied_wagtail,0.01,44,0.5,
Cumbria,Fieldfare,0.00,45,0.2,
Cumbria,Grey_heron,0.00,46,0.4,
Cumbria,Redwing,0.00,47,0.1,
Cumbria,Barn_owl,0.00,48,0.3,
Cumbria,Lesser_spotted_woodpecker,0.00,49,0.2,
Cumbria,Mallard,0.00,50,0.1,
Cumbria,Kestrel,0.00,51,0.2,
Cumbria,Moorhen,0.00,52,0.1,
Cumbria,Chiffchaff,0.00,53,0.1,
Cumbria,Grey_wagtail,0.00,54,0.1,
Cumbria,Lesser_black_backed_gull,0.00,55,0.1,
Cumbria,Linnet,0.00,56,0.1,
Cumbria,Tawny_owl,0.00,57,0.1,
Cumbria,Raven,0.00,58,0.0,
Cumbria,Black_redstart,0.00,59,0.0,
Cumbria,Corn_bunting,0.00,60,0.0,
Cumbria,Gadwall,0.00,61,0.0,
Cumbria,Great_black_backed_gull,0.00,62,0.0,
Cumbria,Great_crested_grebe,0.00,63,0.0,
Cumbria,Green_woodpecker,0.00,64,0.0,
Cumbria,Grey_partridge,0.00,65,0.0,
Cumbria,Hooded_crow,0.00,66,0.0,
Cumbria,Lapwing,0.00,67,0.0,
Cumbria,Little_owl,0.00,68,0.0,
Cumbria,Meadow_pipit,0.00,69,0.0,
Cumbria,Mute_swan,0.00,70,0.0,
Cumbria,Red_kite,0.00,71,0.0,
Cumbria,Red_legged_partridge,0.00,72,0.0,
Cumbria,Ring_necked_parakeet,0.00,73,0.0,
Cumbria,Skylark,0.00,74,0.0,
Cumbria,Teal,0.00,75,0.0,
Cumbria,Tufted_duck,0.00,76,0.0,
Cumbria,Waxwing,0.00,77,0.0,
Cumbria,Wigeon,0.00,78,0.0,
Cumbria,Willow_tit,0.00,79,0.0,
Dartford,Starling,4.44,1,61.6,
Dartford,House_sparrow,3.60,2,57.7,
Dartford,Blue_tit,2.71,3,82.1,
Dartford,Woodpigeon,2.62,4,79.0,
Dartford,Collared_dove,2.01,5,69.5,
Dartford,Blackbird,1.55,6,74.1,
Dartford,Magpie,1.39,7,65.3,
Dartford,Great_tit,1.35,8,48.0,
Dartford,Goldfinch,1.25,9,26.1,
Dartford,Robin,1.25,10,79.8,
Dartford,Feral_pigeon,1.21,11,31.7,
Dartford,Chaffinch,1.10,12,34.9,
Dartford,Dunnock,0.68,13,37.3,
Dartford,Long_tailed_tit,0.64,14,17.3,
Dartford,Carrion_crow,0.36,15,16.5,
Dartford,Common_gull,0.29,16,6.3,
Dartford,Greenfinch,0.27,17,9.9,
Dartford,Wren,0.25,18,22.8,
Dartford,Ring_necked_parakeet,0.25,19,9.9,
Dartford,Coal_tit,0.22,20,11.9,
Dartford,Great_spotted_woodpecker,0.15,21,12.5,
Dartford,Jay,0.14,22,11.3,
Dartford,Pheasant,0.07,23,5.4,
Dartford,Rook,0.06,24,2.2,
Dartford,Jackdaw,0.05,25,3.6,
Dartford,Song_thrush,0.05,26,4.0,
Dartford,Blackcap,0.02,27,2.2,
Dartford,Goldcrest,0.02,28,2.2,
Dartford,Redwing,0.02,29,1.3,
Dartford,Grey_wagtail,0.01,30,1.3,
Dartford,Mistle_thrush,0.01,31,1.3,
Dartford,Nuthatch,0.01,32,0.9,
Dartford,Redpoll,0.01,33,0.4,
Dartford,Stock_dove,0.01,34,0.9,
Dartford,Green_woodpecker,0.01,35,0.9,
Dartford,Grey_heron,0.01,36,0.9,
Dartford,Sparrowhawk,0.01,37,0.9,
Dartford,Black_headed_gull ,0.00,38,0.4,
Dartford,Brambling,0.00,39,0.4,
Dartford,Buzzard,0.00,40,0.4,
Dartford,Chiffchaff,0.00,41,0.4,
Dartford,Red_legged_partridge,0.00,42,0.4,
Dartford,Siskin,0.00,43,0.4,
Dartford,Barn_owl,0.00,44,0.0,
Dartford,Black_redstart,0.00,45,0.0,
Dartford,Bullfinch,0.00,46,0.0,
Dartford,Corn_bunting,0.00,47,0.0,
Dartford,Fieldfare,0.00,48,0.0,
Dartford,Gadwall,0.00,49,0.0,
Dartford,Great_black_backed_gull,0.00,50,0.0,
Dartford,Great_crested_grebe,0.00,51,0.0,
Dartford,Grey_partridge,0.00,52,0.0,
Dartford,Herring_gull,0.00,53,0.0,
Dartford,Hooded_crow,0.00,54,0.0,
Dartford,Kestrel,0.00,55,0.0,
Dartford,Lapwing,0.00,56,0.0,
Dartford,Lesser_black_backed_gull,0.00,57,0.0,
Dartford,Lesser_spotted_woodpecker,0.00,58,0.0,
Dartford,Linnet,0.00,59,0.0,
Dartford,Little_owl,0.00,60,0.0,
Dartford,Mallard,0.00,61,0.0,
Dartford,Marsh_tit,0.00,62,0.0,
Dartford,Meadow_pipit,0.00,63,0.0,
Dartford,Moorhen,0.00,64,0.0,
Dartford,Mute_swan,0.00,65,0.0,
Dartford,Pied_wagtail,0.00,66,0.0,
Dartford,Raven,0.00,67,0.0,
Dartford,Red_kite,0.00,68,0.0,
Dartford,Reed_bunting,0.00,69,0.0,
Dartford,Skylark,0.00,70,0.0,
Dartford,Tawny_owl,0.00,71,0.0,
Dartford,Teal,0.00,72,0.0,
Dartford,Tree_sparrow,0.00,73,0.0,
Dartford,Treecreeper,0.00,74,0.0,
Dartford,Tufted_duck,0.00,75,0.0,
Dartford,Waxwing,0.00,76,0.0,
Dartford,Wigeon,0.00,77,0.0,
Dartford,Willow_tit,0.00,78,0.0,
Dartford,Yellowhammer,0.00,79,0.0,
Denbighshire,House_sparrow,6.03,1,75.1,
Denbighshire,Blue_tit,4.51,2,83.5,
Denbighshire,Chaffinch,2.49,3,60.8,
Denbighshire,Blackbird,2.38,4,88.9,
Denbighshire,Great_tit,1.99,5,63.3,
Denbighshire,Starling,1.97,6,29.0,
Denbighshire,Goldfinch,1.66,7,28.9,
Denbighshire,Long_tailed_tit,1.63,8,28.1,
Denbighshire,Woodpigeon,1.36,9,57.5,
Denbighshire,Robin,1.31,10,84.7,
Denbighshire,Magpie,1.15,11,53.9,
Denbighshire,Jackdaw,1.14,12,30.8,
Denbighshire,Collared_dove,1.06,13,41.0,
Denbighshire,Coal_tit,1.03,14,49.5,
Denbighshire,Dunnock,0.98,15,47.6,
Denbighshire,Hooded_crow,0.90,16,33.9,
Denbighshire,Greenfinch,0.69,17,24.8,
Denbighshire,Feral_pigeon,0.63,18,15.1,
Denbighshire,Common_gull,0.54,19,10.6,
Denbighshire,Pheasant,0.50,20,22.5,
Denbighshire,Great_spotted_woodpecker,0.39,21,29.1,
Denbighshire,Wren,0.36,22,29.8,
Denbighshire,Rook,0.25,23,7.3,
Denbighshire,Nuthatch,0.19,24,13.4,
Denbighshire,Jay,0.13,25,10.1,
Denbighshire,Siskin,0.11,26,4.2,
Denbighshire,Bullfinch,0.04,27,3.9,
Denbighshire,Tree_sparrow,0.04,28,1.4,
Denbighshire,Herring_gull,0.04,29,1.7,
Denbighshire,Buzzard,0.04,30,2.5,
Denbighshire,Sparrowhawk,0.03,31,3.1,
Denbighshire,Redpoll,0.02,32,1.1,
Denbighshire,Marsh_tit,0.01,33,1.1,
Denbighshire,Blackcap,0.01,34,1.1,
Denbighshire,Treecreeper,0.01,35,1.4,
Denbighshire,Brambling,0.01,36,0.8,
Denbighshire,Goldcrest,0.01,37,0.6,
Denbighshire,Mistle_thrush,0.01,38,0.6,
Denbighshire,Pied_wagtail,0.01,39,0.6,
Denbighshire,Red_kite,0.01,40,0.6,
Denbighshire,Song_thrush,0.01,41,0.6,
Denbighshire,Chiffchaff,0.00,42,0.3,
Denbighshire,Linnet,0.00,43,0.3,
Denbighshire,Grey_heron,0.00,44,0.3,
Denbighshire,Grey_wagtail,0.00,45,0.3,
Denbighshire,Lesser_spotted_woodpecker,0.00,46,0.3,
Denbighshire,Moorhen,0.00,47,0.3,
Denbighshire,Barn_owl,0.00,48,0.0,
Denbighshire,Black_headed_gull ,0.00,49,0.0,
Denbighshire,Black_redstart,0.00,50,0.0,
Denbighshire,Corn_bunting,0.00,51,0.0,
Denbighshire,Fieldfare,0.00,52,0.0,
Denbighshire,Gadwall,0.00,53,0.0,
Denbighshire,Great_black_backed_gull,0.00,54,0.0,
Denbighshire,Great_crested_grebe,0.00,55,0.0,
Denbighshire,Green_woodpecker,0.00,56,0.0,
Denbighshire,Grey_partridge,0.00,57,0.0,
Denbighshire,Carrion_crow,0.00,58,0.0,
Denbighshire,Kestrel,0.00,59,0.0,
Denbighshire,Lapwing,0.00,60,0.0,
Denbighshire,Lesser_black_backed_gull,0.00,61,0.0,
Denbighshire,Little_owl,0.00,62,0.0,
Denbighshire,Mallard,0.00,63,0.0,
Denbighshire,Meadow_pipit,0.00,64,0.0,
Denbighshire,Mute_swan,0.00,65,0.0,
Denbighshire,Raven,0.00,66,0.0,
Denbighshire,Red_legged_partridge,0.00,67,0.0,
Denbighshire,Redwing,0.00,68,0.0,
Denbighshire,Reed_bunting,0.00,69,0.0,
Denbighshire,Ring_necked_parakeet,0.00,70,0.0,
