country,Region,county,species,Mean,Rank,% of gardens,
Scotland,ESRO,MORAY,Tawny_owl,0.00,54,0.31,
Scotland,ESRO,MORAY,Willow_tit,0.00,54,0.31,
Scotland,ESRO,MORAY,Green_woodpecker,0.00,54,0.31,
Scotland,ESRO,MORAY,Ring_necked_parakeet,0.00,57,0.00,
Scotland,ESRO,MORAY,Lesser_black_backed_gull,0.00,57,0.00,
Scotland,ESRO,MORAY,Grey_partridge,0.00,57,0.00,
Scotland,ESRO,MORAY,Redpoll,0.00,57,0.00,
Scotland,ESRO,MORAY,Meadow_pipit,0.00,57,0.00,
Scotland,ESRO,MORAY,Great_black_backed_gull,0.00,57,0.00,
Scotland,ESRO,MORAY,Lapwing,0.00,57,0.00,
Scotland,ESRO,MORAY,Corn_bunting,0.00,57,0.00,
Scotland,ESRO,MORAY,Skylark,0.00,57,0.00,
Scotland,ESRO,MORAY,Marsh_tit,0.00,57,0.00,
Scotland,ESRO,MORAY,Red_kite,0.00,57,0.00,
Scotland,ESRO,MORAY,Little_owl,0.00,57,0.00,
Scotland,ESRO,MORAY,Stock_dove,0.00,57,0.00,
Scotland,ESRO,MORAY,Nuthatch,0.00,57,0.00,
Scotland,ESRO,MORAY,Barn_owl,0.00,57,0.00,
Scotland,ESRO,MORAY,Black_redstart,0.00,57,0.00,
Scotland,ESRO,MORAY,Raven,0.00,57,0.00,
Scotland,ESRO,ORKNEY,Starling,14.82,1,88.57,
Scotland,ESRO,ORKNEY,House_Sparrow,12.31,2,82.86,
Scotland,ESRO,ORKNEY,Blackbird,3.15,3,92.91,
Scotland,ESRO,ORKNEY,Greenfinch,2.81,4,35.71,
Scotland,ESRO,ORKNEY,Collared_Dove,1.69,5,47.45,
Scotland,ESRO,ORKNEY,Chaffinch,0.71,6,17.73,
Scotland,ESRO,ORKNEY,Common_gull,0.69,7,13.79,
Scotland,ESRO,ORKNEY,Woodpigeon,0.64,8,19.15,
Scotland,ESRO,ORKNEY,Robin,0.52,9,48.23,
Scotland,ESRO,ORKNEY,Rook,0.48,10,13.79,
Scotland,ESRO,ORKNEY,Wren,0.39,11,33.33,
Scotland,ESRO,ORKNEY,Feral_pigeon,0.38,12,5.75,
Scotland,ESRO,ORKNEY,Carrion_crow,0.37,13,11.49,
Scotland,ESRO,ORKNEY,Dunnock,0.36,14,25.53,
Scotland,ESRO,ORKNEY,Pheasant,0.34,15,12.64,
Scotland,ESRO,ORKNEY,Hooded_crow,0.30,16,16.09,
Scotland,ESRO,ORKNEY,Herring_gull,0.20,17,6.90,
Scotland,ESRO,ORKNEY,Song_Thrush,0.15,18,14.94,
Scotland,ESRO,ORKNEY,Redwing,0.07,19,4.65,
Scotland,ESRO,ORKNEY,Black_headed_gull,0.06,20,3.45,
Scotland,ESRO,ORKNEY,Pied_wagtail,0.05,21,3.45,
Scotland,ESRO,ORKNEY,Raven,0.05,21,3.45,
Scotland,ESRO,ORKNEY,Goldcrest,0.03,23,2.30,
Scotland,ESRO,ORKNEY,Brambling,0.03,23,3.45,
Scotland,ESRO,ORKNEY,Goldfinch,0.03,25,2.13,
Scotland,ESRO,ORKNEY,Waxwing,0.02,26,1.15,
Scotland,ESRO,ORKNEY,Jackdaw,0.02,26,1.15,
Scotland,ESRO,ORKNEY,Sparrowhawk,0.02,26,2.30,
Scotland,ESRO,ORKNEY,Coal_Tit,0.01,29,1.42,
Scotland,ESRO,ORKNEY,Moorhen,0.01,30,1.16,
Scotland,ESRO,ORKNEY,Skylark,0.01,31,1.15,
Scotland,ESRO,ORKNEY,Bullfinch,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Ring_necked_parakeet,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Lesser_black_backed_gull,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Tawny_owl,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Jay,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Chiffchaff,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Mallard,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Grey_partridge,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Blue_Tit,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Buzzard,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Redpoll,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Magpie,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Linnet,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Treecreeper,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Kestrel,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Siskin,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Meadow_pipit,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Great_black_backed_gull,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Willow_tit,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Reed_bunting,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Long_tailed_tit,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Green_woodpecker,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Tree_sparrow,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Lapwing,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Corn_bunting,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Great_spotted_woodpecker,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Yellowhammer,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Great_Tit,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Lesser_spotted_woodpecker,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Marsh_tit,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Grey_heron,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Red_kite,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Little_owl,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Fieldfare,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Stock_dove,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Mistle_thrush,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Grey_wagtail,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Nuthatch,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Barn_owl,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Black_redstart,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Blackcap,0.00,32,0.00,
Scotland,ESRO,ORKNEY,Red_legged_partridge,0.00,32,0.00,
Scotland,ESRO,PERTH AND KINROSS,Chaffinch,5.98,1,81.93,
Scotland,ESRO,PERTH AND KINROSS,House_Sparrow,4.31,2,67.70,
Scotland,ESRO,PERTH AND KINROSS,Blue_Tit,3.54,3,88.79,
Scotland,ESRO,PERTH AND KINROSS,Blackbird,3.15,4,95.45,
Scotland,ESRO,PERTH AND KINROSS,Starling,2.17,5,39.96,
Scotland,ESRO,PERTH AND KINROSS,Great_Tit,1.78,6,67.11,
Scotland,ESRO,PERTH AND KINROSS,Coal_Tit,1.75,7,65.30,
Scotland,ESRO,PERTH AND KINROSS,Robin,1.53,8,93.56,
Scotland,ESRO,PERTH AND KINROSS,Woodpigeon,1.38,9,57.05,
Scotland,ESRO,PERTH AND KINROSS,Goldfinch,1.35,10,30.49,
Scotland,ESRO,PERTH AND KINROSS,Dunnock,1.34,11,61.93,
Scotland,ESRO,PERTH AND KINROSS,Greenfinch,1.24,12,41.18,
Scotland,ESRO,PERTH AND KINROSS,Collared_Dove,0.92,13,41.46,
Scotland,ESRO,PERTH AND KINROSS,Long_tailed_tit,0.82,14,17.52,
Scotland,ESRO,PERTH AND KINROSS,Carrion_crow,0.67,15,25.74,
Scotland,ESRO,PERTH AND KINROSS,Siskin,0.67,16,18.71,
Scotland,ESRO,PERTH AND KINROSS,Jackdaw,0.58,17,17.99,
Scotland,ESRO,PERTH AND KINROSS,Tree_sparrow,0.39,18,10.25,
Scotland,ESRO,PERTH AND KINROSS,Pheasant,0.38,19,17.33,
Scotland,ESRO,PERTH AND KINROSS,Wren,0.33,20,25.29,
Scotland,ESRO,PERTH AND KINROSS,Feral_pigeon,0.30,21,10.56,
Scotland,ESRO,PERTH AND KINROSS,Great_spotted_woodpecker,0.25,22,19.97,
Scotland,ESRO,PERTH AND KINROSS,Rook,0.16,23,5.94,
Scotland,ESRO,PERTH AND KINROSS,Yellowhammer,0.16,24,6.27,
Scotland,ESRO,PERTH AND KINROSS,Magpie,0.14,25,8.31,
Scotland,ESRO,PERTH AND KINROSS,Bullfinch,0.14,26,6.44,
Scotland,ESRO,PERTH AND KINROSS,Song_Thrush,0.14,26,9.74,
Scotland,ESRO,PERTH AND KINROSS,Fieldfare,0.13,28,2.48,
Scotland,ESRO,PERTH AND KINROSS,Treecreeper,0.10,29,8.75,
Scotland,ESRO,PERTH AND KINROSS,Buzzard,0.09,30,6.13,
Scotland,ESRO,PERTH AND KINROSS,Sparrowhawk,0.06,31,5.61,
Scotland,ESRO,PERTH AND KINROSS,Common_gull,0.05,32,1.82,
Scotland,ESRO,PERTH AND KINROSS,Pied_wagtail,0.05,32,3.63,
Scotland,ESRO,PERTH AND KINROSS,Waxwing,0.05,34,0.50,
Scotland,ESRO,PERTH AND KINROSS,Red_legged_partridge,0.04,35,1.99,
Scotland,ESRO,PERTH AND KINROSS,Hooded_crow,0.04,36,1.32,
Scotland,ESRO,PERTH AND KINROSS,Brambling,0.03,37,2.15,
Scotland,ESRO,PERTH AND KINROSS,Jay,0.03,38,2.64,
Scotland,ESRO,PERTH AND KINROSS,Goldcrest,0.03,39,2.31,
Scotland,ESRO,PERTH AND KINROSS,Mallard,0.02,40,0.99,
Scotland,ESRO,PERTH AND KINROSS,Redpoll,0.02,41,1.16,
Scotland,ESRO,PERTH AND KINROSS,Blackcap,0.02,42,1.98,
Scotland,ESRO,PERTH AND KINROSS,Black_headed_gull,0.02,43,0.66,
Scotland,ESRO,PERTH AND KINROSS,Herring_gull,0.02,44,0.83,
Scotland,ESRO,PERTH AND KINROSS,Mistle_thrush,0.02,44,1.32,
Scotland,ESRO,PERTH AND KINROSS,Redwing,0.02,46,0.50,
Scotland,ESRO,PERTH AND KINROSS,Grey_wagtail,0.01,47,1.16,
Scotland,ESRO,PERTH AND KINROSS,Kestrel,0.01,48,1.16,
Scotland,ESRO,PERTH AND KINROSS,Lesser_spotted_woodpecker,0.01,48,0.99,
Scotland,ESRO,PERTH AND KINROSS,Grey_heron,0.01,50,0.99,
Scotland,ESRO,PERTH AND KINROSS,Moorhen,0.01,51,0.33,
Scotland,ESRO,PERTH AND KINROSS,Linnet,0.01,52,0.33,
Scotland,ESRO,PERTH AND KINROSS,Barn_owl,0.00,53,0.50,
Scotland,ESRO,PERTH AND KINROSS,Stock_dove,0.00,54,0.17,
Scotland,ESRO,PERTH AND KINROSS,Raven,0.00,54,0.17,
Scotland,ESRO,PERTH AND KINROSS,Willow_tit,0.00,56,0.17,
Scotland,ESRO,PERTH AND KINROSS,Meadow_pipit,0.00,57,0.17,
Scotland,ESRO,PERTH AND KINROSS,Tawny_owl,0.00,58,0.17,
Scotland,ESRO,PERTH AND KINROSS,Chiffchaff,0.00,58,0.17,
Scotland,ESRO,PERTH AND KINROSS,Marsh_tit,0.00,58,0.17,
Scotland,ESRO,PERTH AND KINROSS,Red_kite,0.00,58,0.17,
Scotland,ESRO,PERTH AND KINROSS,Nuthatch,0.00,58,0.17,
Scotland,ESRO,PERTH AND KINROSS,Ring_necked_parakeet,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Lesser_black_backed_gull,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Grey_partridge,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Great_black_backed_gull,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Reed_bunting,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Green_woodpecker,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Lapwing,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Corn_bunting,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Skylark,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Little_owl,0.00,63,0.00,
Scotland,ESRO,PERTH AND KINROSS,Black_redstart,0.00,63,0.00,
Scotland,ESRO,SHETLAND,Starling,18.70,1,97.69,
Scotland,ESRO,SHETLAND,House_Sparrow,11.02,2,78.20,
Scotland,ESRO,SHETLAND,Feral_pigeon,2.26,3,33.75,
Scotland,ESRO,SHETLAND,Blackbird,2.05,4,84.21,
Scotland,ESRO,SHETLAND,Hooded_crow,0.94,5,41.25,
Scotland,ESRO,SHETLAND,Collared_Dove,0.74,6,21.80,
Scotland,ESRO,SHETLAND,Herring_gull,0.70,7,26.58,
Scotland,ESRO,SHETLAND,Common_gull,0.66,8,20.00,
Scotland,ESRO,SHETLAND,Robin,0.26,9,24.06,
Scotland,ESRO,SHETLAND,Wren,0.26,10,16.25,
Scotland,ESRO,SHETLAND,Woodpigeon,0.22,11,4.51,
Scotland,ESRO,SHETLAND,Chaffinch,0.18,12,7.52,
Scotland,ESRO,SHETLAND,Greenfinch,0.17,13,3.01,
Scotland,ESRO,SHETLAND,Dunnock,0.08,14,1.50,
Scotland,ESRO,SHETLAND,Carrion_crow,0.06,15,2.50,
Scotland,ESRO,SHETLAND,Mallard,0.04,16,1.25,
Scotland,ESRO,SHETLAND,Jackdaw,0.04,16,1.25,
Scotland,ESRO,SHETLAND,Redwing,0.04,16,3.75,
Scotland,ESRO,SHETLAND,Great_black_backed_gull,0.03,19,2.53,
Scotland,ESRO,SHETLAND,Rook,0.03,20,1.25,
Scotland,ESRO,SHETLAND,Fieldfare,0.03,20,2.50,
Scotland,ESRO,SHETLAND,Black_headed_gull,0.03,20,1.25,
Scotland,ESRO,SHETLAND,Lesser_black_backed_gull,0.01,23,1.25,
Scotland,ESRO,SHETLAND,Song_Thrush,0.01,23,1.25,
Scotland,ESRO,SHETLAND,Sparrowhawk,0.01,23,1.25,
Scotland,ESRO,SHETLAND,Grey_heron,0.01,23,1.25,
Scotland,ESRO,SHETLAND,Pheasant,0.01,23,1.25,
Scotland,ESRO,SHETLAND,Coal_Tit,0.01,28,0.75,
Scotland,ESRO,SHETLAND,Bullfinch,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Ring_necked_parakeet,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Goldcrest,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Tawny_owl,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Jay,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Chiffchaff,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Grey_partridge,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Waxwing,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Blue_Tit,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Buzzard,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Redpoll,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Magpie,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Linnet,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Goldfinch,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Treecreeper,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Kestrel,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Siskin,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Meadow_pipit,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Willow_tit,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Reed_bunting,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Long_tailed_tit,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Green_woodpecker,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Tree_sparrow,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Lapwing,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Corn_bunting,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Moorhen,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Great_spotted_woodpecker,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Yellowhammer,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Great_Tit,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Lesser_spotted_woodpecker,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Skylark,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Marsh_tit,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Red_kite,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Little_owl,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Stock_dove,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Mistle_thrush,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Grey_wagtail,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Pied_wagtail,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Nuthatch,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Barn_owl,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Black_redstart,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Raven,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Blackcap,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Red_legged_partridge,0.00,29,0.00,
Scotland,ESRO,SHETLAND,Brambling,0.00,29,0.00,
Scotland,NSRO,HIGHLAND,Chaffinch,8.72,1,88.12,
Scotland,NSRO,HIGHLAND,House_Sparrow,4.95,2,66.54,
Scotland,NSRO,HIGHLAND,Blackbird,3.27,3,93.76,
Scotland,NSRO,HIGHLAND,Blue_Tit,2.98,4,83.43,
Scotland,NSRO,HIGHLAND,Coal_Tit,2.66,5,73.05,
Scotland,NSRO,HIGHLAND,Starling,2.38,6,33.16,
Scotland,NSRO,HIGHLAND,Greenfinch,1.89,7,49.31,
Scotland,NSRO,HIGHLAND,Great_Tit,1.86,8,68.28,
Scotland,NSRO,HIGHLAND,Robin,1.83,9,95.14,
Scotland,NSRO,HIGHLAND,Dunnock,1.36,10,62.79,
Scotland,NSRO,HIGHLAND,Long_tailed_tit,1.05,11,18.35,
Scotland,NSRO,HIGHLAND,Goldfinch,1.04,12,26.08,
Scotland,NSRO,HIGHLAND,Collared_Dove,0.97,13,38.23,
Scotland,NSRO,HIGHLAND,Jackdaw,0.53,14,13.79,
Scotland,NSRO,HIGHLAND,Woodpigeon,0.51,15,22.05,
Scotland,NSRO,HIGHLAND,Carrion_crow,0.50,16,18.74,
Scotland,NSRO,HIGHLAND,Rook,0.46,17,5.78,
Scotland,NSRO,HIGHLAND,Siskin,0.39,18,13.98,
Scotland,NSRO,HIGHLAND,Feral_pigeon,0.37,19,9.22,
Scotland,NSRO,HIGHLAND,Wren,0.30,20,22.01,
Scotland,NSRO,HIGHLAND,Hooded_crow,0.29,21,13.69,
Scotland,NSRO,HIGHLAND,Pheasant,0.29,22,12.18,
Scotland,NSRO,HIGHLAND,Common_gull,0.25,23,7.40,
Scotland,NSRO,HIGHLAND,Tree_sparrow,0.23,24,4.66,
Scotland,NSRO,HIGHLAND,Song_Thrush,0.22,25,15.49,
Scotland,NSRO,HIGHLAND,Great_spotted_woodpecker,0.18,26,13.56,
Scotland,NSRO,HIGHLAND,Treecreeper,0.16,27,14.10,
Scotland,NSRO,HIGHLAND,Herring_gull,0.15,28,6.59,
Scotland,NSRO,HIGHLAND,Yellowhammer,0.15,29,4.67,
Scotland,NSRO,HIGHLAND,Fieldfare,0.12,30,3.55,
Scotland,NSRO,HIGHLAND,Buzzard,0.09,31,6.89,
Scotland,NSRO,HIGHLAND,Sparrowhawk,0.07,32,6.88,
Scotland,NSRO,HIGHLAND,Mallard,0.05,33,1.11,
Scotland,NSRO,HIGHLAND,Bullfinch,0.05,34,2.73,
Scotland,NSRO,HIGHLAND,Pied_wagtail,0.04,35,2.73,
Scotland,NSRO,HIGHLAND,Goldcrest,0.03,36,2.74,
Scotland,NSRO,HIGHLAND,Waxwing,0.03,37,0.41,
Scotland,NSRO,HIGHLAND,Redwing,0.02,38,1.01,
Scotland,NSRO,HIGHLAND,Black_headed_gull,0.02,39,0.71,
Scotland,NSRO,HIGHLAND,Lesser_spotted_woodpecker,0.02,40,1.32,
Scotland,NSRO,HIGHLAND,Grey_heron,0.02,41,1.42,
Scotland,NSRO,HIGHLAND,Mistle_thrush,0.02,42,1.42,
Scotland,NSRO,HIGHLAND,Reed_bunting,0.02,43,0.81,
Scotland,NSRO,HIGHLAND,Red_legged_partridge,0.01,44,0.71,
Scotland,NSRO,HIGHLAND,Blackcap,0.01,45,1.01,
Scotland,NSRO,HIGHLAND,Grey_wagtail,0.01,46,0.81,
Scotland,NSRO,HIGHLAND,Red_kite,0.01,47,0.92,
Scotland,NSRO,HIGHLAND,Magpie,0.01,48,0.72,
Scotland,NSRO,HIGHLAND,Brambling,0.01,49,0.61,
Scotland,NSRO,HIGHLAND,Kestrel,0.01,50,0.81,
Scotland,NSRO,HIGHLAND,Raven,0.01,51,0.40,
Scotland,NSRO,HIGHLAND,Linnet,0.00,52,0.20,
Scotland,NSRO,HIGHLAND,Stock_dove,0.00,52,0.20,
Scotland,NSRO,HIGHLAND,Grey_partridge,0.00,54,0.10,
Scotland,NSRO,HIGHLAND,Moorhen,0.00,54,0.20,
Scotland,NSRO,HIGHLAND,Great_black_backed_gull,0.00,56,0.30,
Scotland,NSRO,HIGHLAND,Barn_owl,0.00,56,0.30,
Scotland,NSRO,HIGHLAND,Willow_tit,0.00,58,0.20,
Scotland,NSRO,HIGHLAND,Chiffchaff,0.00,59,0.10,
Scotland,NSRO,HIGHLAND,Tawny_owl,0.00,60,0.20,
Scotland,NSRO,HIGHLAND,Jay,0.00,60,0.20,
Scotland,NSRO,HIGHLAND,Marsh_tit,0.00,62,0.10,
Scotland,NSRO,HIGHLAND,Corn_bunting,0.00,63,0.10,
Scotland,NSRO,HIGHLAND,Lesser_black_backed_gull,0.00,64,0.10,
Scotland,NSRO,HIGHLAND,Green_woodpecker,0.00,64,0.10,
Scotland,NSRO,HIGHLAND,Nuthatch,0.00,64,0.10,
Scotland,NSRO,HIGHLAND,Ring_necked_parakeet,0.00,67,0.00,
Scotland,NSRO,HIGHLAND,Redpoll,0.00,67,0.00,
Scotland,NSRO,HIGHLAND,Meadow_pipit,0.00,67,0.00,
Scotland,NSRO,HIGHLAND,Lapwing,0.00,67,0.00,
Scotland,NSRO,HIGHLAND,Skylark,0.00,67,0.00,
Scotland,NSRO,HIGHLAND,Little_owl,0.00,67,0.00,
Scotland,NSRO,HIGHLAND,Black_redstart,0.00,67,0.00,
Scotland,NSRO,WESTERN ISLES,Starling,13.97,1,89.77,
Scotland,NSRO,WESTERN ISLES,House_Sparrow,11.47,2,80.46,
Scotland,NSRO,WESTERN ISLES,Greenfinch,2.86,3,56.32,
Scotland,NSRO,WESTERN ISLES,Blackbird,2.72,4,87.64,
Scotland,NSRO,WESTERN ISLES,Chaffinch,2.63,5,50.56,
Scotland,NSRO,WESTERN ISLES,Collared_Dove,1.64,6,46.59,
Scotland,NSRO,WESTERN ISLES,Feral_pigeon,1.48,7,16.00,
Scotland,NSRO,WESTERN ISLES,Robin,0.76,8,64.04,
Scotland,NSRO,WESTERN ISLES,Hooded_crow,0.66,9,22.00,
Scotland,NSRO,WESTERN ISLES,Coal_Tit,0.58,10,25.84,
Scotland,NSRO,WESTERN ISLES,Goldfinch,0.58,10,16.85,
Scotland,NSRO,WESTERN ISLES,Dunnock,0.58,10,31.46,
Scotland,NSRO,WESTERN ISLES,Blue_Tit,0.56,13,24.72,
Scotland,NSRO,WESTERN ISLES,Song_Thrush,0.56,14,34.00,
Scotland,NSRO,WESTERN ISLES,Redwing,0.42,15,10.00,
Scotland,NSRO,WESTERN ISLES,Herring_gull,0.40,16,14.58,
Scotland,NSRO,WESTERN ISLES,Woodpigeon,0.39,17,7.87,
Scotland,NSRO,WESTERN ISLES,Wren,0.36,18,30.00,
Scotland,NSRO,WESTERN ISLES,Common_gull,0.32,19,10.00,
Scotland,NSRO,WESTERN ISLES,Black_headed_gull,0.28,20,6.00,
Scotland,NSRO,WESTERN ISLES,Carrion_crow,0.22,21,12.00,
Scotland,NSRO,WESTERN ISLES,Fieldfare,0.22,21,2.00,
Scotland,NSRO,WESTERN ISLES,Stock_dove,0.12,23,4.08,
Scotland,NSRO,WESTERN ISLES,Waxwing,0.08,24,2.00,
Scotland,NSRO,WESTERN ISLES,Pheasant,0.08,24,4.00,
Scotland,NSRO,WESTERN ISLES,Raven,0.06,26,4.08,
Scotland,NSRO,WESTERN ISLES,Goldcrest,0.06,27,4.00,
Scotland,NSRO,WESTERN ISLES,Rook,0.04,28,2.00,
Scotland,NSRO,WESTERN ISLES,Buzzard,0.04,28,2.00,
Scotland,NSRO,WESTERN ISLES,Jackdaw,0.04,28,2.00,
Scotland,NSRO,WESTERN ISLES,Great_Tit,0.02,31,1.12,
Scotland,NSRO,WESTERN ISLES,Meadow_pipit,0.02,32,2.00,
Scotland,NSRO,WESTERN ISLES,Reed_bunting,0.02,32,2.00,
Scotland,NSRO,WESTERN ISLES,Moorhen,0.02,32,2.00,
Scotland,NSRO,WESTERN ISLES,Pied_wagtail,0.02,32,2.00,
Scotland,NSRO,WESTERN ISLES,Blackcap,0.02,32,2.00,
Scotland,NSRO,WESTERN ISLES,Brambling,0.02,32,2.00,
Scotland,NSRO,WESTERN ISLES,Magpie,0.01,38,1.12,
Scotland,NSRO,WESTERN ISLES,Bullfinch,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Ring_necked_parakeet,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Lesser_black_backed_gull,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Tawny_owl,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Jay,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Chiffchaff,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Mallard,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Grey_partridge,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Redpoll,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Linnet,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Treecreeper,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Kestrel,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Siskin,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Great_black_backed_gull,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Willow_tit,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Long_tailed_tit,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Green_woodpecker,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Tree_sparrow,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Lapwing,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Corn_bunting,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Sparrowhawk,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Great_spotted_woodpecker,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Yellowhammer,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Lesser_spotted_woodpecker,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Skylark,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Marsh_tit,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Grey_heron,0.00,39,0.00,
Scotland,NSRO,WESTERN ISLES,Red_kite,0.00,39,0.00,
